percent_data,RMSEoversigma,RMSEoversigma_SEM
10.0,1.0772538474786262,0.06712941236748869
20.0,1.0361936803920748,0.08930921535634488
30.0,0.8656408935718432,0.04455806556045128
40.0,0.8023913796573912,0.04361888265770821
50.0,0.7671259158959616,0.0331547764667485
60.0,0.7994798238427225,0.055191367980420354
70.0,0.7573992528428194,0.0375663784647117
80.0,0.6914458271396249,0.043934602991217354
90.0,0.7284072216248696,0.022397909223346876
100.0,0.6999509863503632,0.0358361092648488
